"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","18","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_fixture[session-session]",""
"passed","Tue Mar 19 18:07:28 MSK 2024","Tue Mar 19 18:07:28 MSK 2024","27","tests.allure_pytest.acceptance.status","base_setup_status_test","","","","test_failed_fixture","
    >>> import pytest

    >>> @pytest.fixture
    ... def failed_fixture():
    ...     assert False

    >>> def test_failed_fixture_example(failed_fixture):
    ...     pass
    "
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","23","tests.allure_pytest.acceptance.duration","duration_time_test","","","","test_with_fixture_finalizer_duration[exit]",""
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","22","tests.allure_pytest.acceptance.label.bdd","dynamic_bdd_label_test","","","","test_dynamic_labels",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","3","tests.allure_behave.acceptance.behave_support.behave_cmd","behave_cmd_test","","","","test_behave_tags_filter","Feature: Behave --tags CLI argument support

        @tag
        Scenario: Scenario with tag
            Given noop

        Scenario: Scenario without tag
            Given noop
    "
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","32","tests.allure_behave.acceptance.allure_api.testplan","testplan_test","","","","test_testplan_fullname_selection",""
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","21","tests.allure_pytest.acceptance.status","xfail_call_status_test","","","","test_xfail_raise_not_mentioned_exception","
    >>> import pytest

    >>> @pytest.mark.xfail(raises=AssertionError)
    ... def test_xfail_raise_not_mentioned_exception_example():
    ...     raise ZeroDivisionError
    "
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","20","tests.allure_pytest.acceptance.status","xfail_teardown_status_test","","","","test_xfail_failed_finalizer_fixture","
    >>> import pytest

    >>> @pytest.fixture
    ... def failed_finalizer_fixture(request):
    ...     def fixture_finalizer():
    ...         assert False
    ...     request.addfinalizer(fixture_finalizer)

    >>> @pytest.mark.xfail()
    ... def test_xfail_failed_finalizer_fixture_example(failed_finalizer_fixture):
    ...     pass
    "
"passed","Tue Mar 19 18:07:31 MSK 2024","Tue Mar 19 18:07:31 MSK 2024","11","tests.allure_robotframework.acceptance.robotframework_support.fixtures","fixture_test","","","","test_failed_teardown","
    *** Keywords ***
    Fixture
        Fail  Reason

    *** Test Cases ***
    Test Under Test
        [Teardown]  Fixture
        No Operation
    "
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","0","tests.allure_pytest.acceptance.link","dynamic_link_test","","","","test_all_links_together",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","3","tests.allure_behave.acceptance.behave_support.scenarios","scenario_test","","","","test_scenario_with_one_step[broken]","
    Feature: Behave scenario support
        Scenario: Scenario with single step
            Given a step
    "
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","2","tests.allure_behave.acceptance.allure_api.attachment","attachment_test","","","","test_file_attachment_from_step",""
"passed","Tue Mar 19 18:07:30 MSK 2024","Tue Mar 19 18:07:30 MSK 2024","19","tests.allure_pytest.acceptance.testplan","select_test_from_testplan_test","","","","test_select_by_testcase_id_test[selector-nomatch]","
    >>> import allure

    >>> @allure.id(""1"")
    ... def test_number_one():
    ...     pass

    >>> @allure.id(""2"")
    ... def test_number_two():
    ...     pass

    >>> @allure.id(""3"")
    ... @allure.id(""4"")
    ... def test_number_three():
    ...     pass

    >>> def test_without_number():
    ...     pass
    "
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","21","tests.allure_pytest.acceptance.label.tag","tag_test","","","","test_pytest_marker_with_kwargs_native_encoding","
    >>> import pytest

    >>> @pytest.mark.marker(stuff='я')
    ... def test_pytest_marker_with_kwargs_native_encoding_example():
    ...     pass
    "
"passed","Tue Mar 19 18:07:28 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","23","tests.allure_pytest.acceptance.status","base_setup_status_test","","","","test_pytest_fail_with_reason_fixture","
    >>> import pytest

    >>> @pytest.fixture
    ... def pytest_fail_with_reason_fixture():
    ...     pytest.fail(""Fail message"")

    >>> def test_pytest_fail_with_reason_fixture_example(pytest_fail_with_reason_fixture):
    ...     pass
    "
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","0","tests.allure_pytest.acceptance.attachment","attachment_fixture_test","","","","test_fixture_finalizer_attachment",""
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","20","tests.allure_pytest.acceptance.description","dynamic_description_test","","","","test_dynamic_description",""
"passed","Tue Mar 19 18:07:31 MSK 2024","Tue Mar 19 18:07:31 MSK 2024","12","tests.allure_robotframework.acceptance.robotframework_support.fixtures","fixture_test","","","","test_failed_setup","
    *** Keywords ***
    Fixture
        Fail  Reason

    *** Test Cases ***
    Test Under Test
        [Setup]     Fixture
        No Operation
    "
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","20","tests.allure_pytest.acceptance.label.severity","select_severity_test","","","","test_select_by_severity_level[all]",""
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","21","tests.allure_pytest.acceptance.status","skip_step_status_test","","","","test_skip_in_step","
    >>> import pytest
    >>> import allure

    >>> def test_skip_in_step_example():
    ...     with allure.step(""Step""):
    ...         pytest.skip()
    "
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","2","tests.allure_behave.acceptance.allure_api.description","description_test","","","","test_descriptions_before_scenario",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","0","tests.allure_behave.defects","issue717_test","","","","test_step_table_data_escaping[mix]",""
"passed","Tue Mar 19 18:07:28 MSK 2024","Tue Mar 19 18:07:28 MSK 2024","24","tests.allure_pytest.acceptance.parametrization","parametrization_test","","","","test_fullname_with_braces","
    >>> import pytest
    ... import allure

    >>> class TestClass:
    ...     @pytest.mark.parametrize(""param1"", [""qwe][""])
    ...     def test_with_braces(self, param1):
    ...         pass
    "
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","22","tests.allure_pytest.acceptance.status","xfail_call_status_test","","","","test_xfail","
    >>> import pytest

    >>> @pytest.mark.xfail()
    ... def test_xfail_example():
    ...     assert False

    "
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","21","tests.allure_pytest.acceptance.display_name","dynamic_display_name_test","","","","test_dynamic_display_name",""
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","1","tests.allure_pytest.acceptance.label.severity","class_severity_test","","","","test_not_decorated_sub_class_decorated_method",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","3","tests.allure_behave.acceptance.allure_api.severities","severity_test","","","","test_severity_on_scenario[minor]",""
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","20","tests.allure_pytest.acceptance.label.severity","module_severity_test","","","","test_not_decorated_function",""
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","20","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_fixture[class-class]",""
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","19","tests.allure_pytest.acceptance.display_name","display_name_test","","","","test_display_name_with_features","
    >>> import allure
    >>> import pytest

    >>> @allure.feature('Feature 1')
    ... @allure.title('Titled test with features')
    ... @allure.feature('Feature 2')
    ... def test_feature_label_for_titled_test():
    ...     pass
    "
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","19","tests.allure_pytest.acceptance.display_name","display_name_test","","","","test_no_param_id_in_display_name","
    >>> import allure
    >>> import pytest

    >>> @pytest.mark.parametrize(""param1, param2"", [pytest.param(""value1"", ""value2"")])
    ... @allure.title('Title with id - {param_id}')
    ... def test_no_param_id(param1, param2):
    ...     pass
    "
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","21","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_fixture[function-class]",""
"passed","Tue Mar 19 18:07:30 MSK 2024","Tue Mar 19 18:07:30 MSK 2024","26","tests.allure_pytest.externals.pytest_rerunfailures","pytest_rerunfailures_test","","","","test_pytest_rerunfailures[2-failed]",""
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","20","tests.allure_pytest.acceptance.status","xfail_call_status_test","","","","test_xfail_with_reason_do_not_raise_mentioned_exception","
    >>> import pytest

    >>> @pytest.mark.xfail(raises=AssertionError, reason=""Some reason"")
    ... def test_xfail_with_reason_do_not_raise_mentioned_exception_example():
    ...     pass
    "
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","22","tests.allure_pytest.acceptance.step","outside_step_test","","","","test_fixture_with_step_from_conftest",""
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","19","tests.allure_pytest.acceptance.duration","duration_time_test","","","","test_duration[xfail]",""
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","19","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_fixture[function-module]",""
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","0","tests.allure_pytest.acceptance.label.severity","module_severity_test","","","","test_method_of_not_decorated_class",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","0","tests.allure_behave.defects","issue717_test","","","","test_step_table_data_escaping[2c-commas]",""
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","21","tests.allure_pytest.acceptance.status","xfail_setup_status_test","","","","test_xfail_fixture","
    >>> import pytest

    >>> @pytest.fixture
    ... def broken_fixture():
    ...     raise NotImplementedError

    >>> @pytest.mark.xfail()
    ... def test_xfail_fixture_example(broken_fixture):
    ...     pass
    "
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","4","tests.allure_behave.acceptance.allure_api.testplan","testplan_test","","","","test_skipping_of_tests_missing_in_testplan",""
"passed","Tue Mar 19 18:07:26 MSK 2024","Tue Mar 19 18:07:26 MSK 2024","19","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_nested_fixtures","
    >>> import pytest

    If we have two fixtures:
    >>> @pytest.fixture
    ... def first_fixture():
    ...     pass


    >>> @pytest.fixture
    ... def second_fixture():
    ...     pass

    And one that uses both previous:
    >>> @pytest.fixture
    ... def child_fixture(first_fixture, second_fixture):
    ...     pass

    For next test, allure report will contain all tree fixtures:
    >>> def test_nested_fixtures_example(child_fixture):
    ...     pass
    "
"passed","Tue Mar 19 18:07:31 MSK 2024","Tue Mar 19 18:07:31 MSK 2024","11","tests.allure_robotframework.acceptance.allure_api.tags","tags_test","","","","test_explicit_tags",""
"passed","Tue Mar 19 18:07:31 MSK 2024","Tue Mar 19 18:07:31 MSK 2024","18","tests.allure_robotframework.acceptance.allure_api.tags","tags_test","","","","test_robot_tags",""
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","0","tests.allure_pytest.acceptance.label.severity","module_severity_test","","","","test_decorated_function",""
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","21","tests.allure_pytest.acceptance.step","outside_step_test","","","","test_step_from_init_py",""
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","22","tests.allure_pytest.acceptance.status","xfail_call_status_test","","","","test_xfail_do_not_raise_mentioned_exception","
    >>> import pytest

    >>> @pytest.mark.xfail(raises=AssertionError)
    ... def test_xfail_do_not_raise_mentioned_exception_example():
    ...     pass
    "
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","18","tests.allure_pytest.acceptance.label.bdd","select_bdd_test","","","","test_select_by_bdd_label[story-or-epic]",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","4","tests.allure_behave.acceptance.behave_support.hooks","hook_test","","","","test_tag_hooks",""
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","18","tests.allure_pytest.acceptance.link","dynamic_link_test","","","","test_unique_dynamic_links","
    >>> import allure

    >>> def test_unique_dynamic_links_example():
    ...     allure.dynamic.link(""some/unique/dynamic/link"")
    ...     allure.dynamic.link(""some/unique/dynamic/link"")
    "
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","25","tests.allure_pytest.acceptance.status","base_teardown_status_test","","","","test_failed_finalizer_fixture","
    >>> import pytest

    >>> @pytest.fixture
    ... def failed_finalizer_fixture(request):
    ...     def fixture_finalizer():
    ...         assert False
    ...     request.addfinalizer(fixture_finalizer)
    ...
    ... def test_failed_finalizer_fixture_example(failed_finalizer_fixture):
    ...     pass
    "
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","19","tests.allure_pytest.acceptance.capture","capture_attach_test","","","","test_capture_empty_stdout[sys]","
    >>> import pytest
    >>> import allure

    >>> @pytest.fixture
    ... def fixture(request):
    ...     def finalizer():
    ...         pass
    ...     request.addfinalizer(finalizer)

    >>> def test_capture_stdout_example(fixture):
    ...     with allure.step(""Step""):
    ...         pass
    "
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","24","tests.allure_pytest.acceptance.duration","duration_time_test","","","","test_with_fixture_finalizer_duration[pytest-fail]",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","4","tests.allure_behave.acceptance.allure_api.severities","severity_test","","","","test_severity_on_scenario[critical]",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","3","tests.allure_behave.acceptance.allure_api.description","description_test","","","","test_descriptions_from_step",""
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","19","tests.allure_pytest.acceptance.capture","capture_attach_test","","","","test_capture_empty_stdout[fd]","
    >>> import pytest
    >>> import allure

    >>> @pytest.fixture
    ... def fixture(request):
    ...     def finalizer():
    ...         pass
    ...     request.addfinalizer(finalizer)

    >>> def test_capture_stdout_example(fixture):
    ...     with allure.step(""Step""):
    ...         pass
    "
"passed","Tue Mar 19 18:07:28 MSK 2024","Tue Mar 19 18:07:28 MSK 2024","21","tests.allure_pytest.acceptance.status","base_setup_status_test","","","","test_skip_fixture","
    >>> import pytest

    >>> @pytest.fixture
    ... def skip_fixture():
    ...     pytest.skip()

    >>> def test_skip_fixture_example(skip_fixture):
    ...     pass
    "
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","19","tests.allure_pytest.acceptance.label.suite","default_suite_test","","","","test_with_parent_module","
    >>> def test_default_suite_example():
    ...     pass

    "
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","19","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_fixture[module-session]",""
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","19","tests.allure_pytest.acceptance.capture","capture_attach_test","","","","test_capture_stdout[fd]","
    >>> import pytest
    >>> import allure

    >>> @pytest.fixture
    ... def fixture(request):
    ...     print (""Start fixture"")
    ...     def finalizer():
    ...         print (""Stop fixture"")
    ...     request.addfinalizer(finalizer)

    >>> def test_capture_stdout_example(fixture):
    ...     print (""Start test"")
    ...     with allure.step(""Step""):
    ...         print (""Start step"")
    "
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","21","tests.allure_pytest.acceptance.label.custom","select_custom_label_test","","","","test_select_by_custom_label[desktop-or-mobile]",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","4","tests.allure_behave.acceptance.behave_support.scenarios","scenario_test","","","","test_when_not_passed_remaining_steps_are_skipped[broken]","
    Feature: Behave scenario support
        Scenario: Scenario with four steps
            Given step 1
            And trigger
            And step 3
            And step 4
    "
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","19","tests.allure_pytest.acceptance.label.suite","default_suite_test","","","","test_no_parent_module","
    >>> def test_default_suite_example():
    ...     pass
    "
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","19","tests.allure_pytest.acceptance.attachment","attachment_hook_test","","","","test_attach_from_runtest_teardown",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","4","tests.allure_behave.acceptance.allure_api.severities","severity_test","","","","test_multiple_severity_tags",""
"passed","Tue Mar 19 18:07:30 MSK 2024","Tue Mar 19 18:07:30 MSK 2024","25","tests.allure_pytest.externals.pytest_rerunfailures","pytest_rerunfailures_test","","","","test_pytest_rerunfailures[4-passed]",""
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","131","tests.allure_pytest.acceptance.duration","duration_time_test","","","","test_with_fixture_duration[exit]",""
"passed","Tue Mar 19 18:07:30 MSK 2024","Tue Mar 19 18:07:30 MSK 2024","0","tests.allure_pytest.unit","history_id_test","","","","test_no_dependency_on_parameters_order",""
"passed","Tue Mar 19 18:07:30 MSK 2024","Tue Mar 19 18:07:31 MSK 2024","26","tests.allure_robotframework.acceptance.allure_api.attachment","attachment_test","","","","test_data_attachment_with_default_name_and_type",""
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","22","tests.allure_pytest.acceptance.status","skip_call_status_test","","","","test_skipif_false","
    >>> import pytest

    >>> @pytest.mark.skipif(False, reason=""Skip reason"")
    ... def test_skipif_false_example():
    ...     pass
    "
"passed","Tue Mar 19 18:07:26 MSK 2024","Tue Mar 19 18:07:26 MSK 2024","21","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_dynamically_called_fixture[session-module]",""
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","20","tests.allure_pytest.acceptance.label.suite","custom_suite_test","","","","test_custom_suite",""
"passed","Tue Mar 19 18:07:28 MSK 2024","Tue Mar 19 18:07:28 MSK 2024","23","tests.allure_pytest.acceptance.parametrization","parametrization_test","","","","test_dynamic_parameter_add","
    >>> import allure

    >>> def test_parameter_add():
    ...     allure.dynamic.parameter(""param1"", ""param-value"")
    "
"passed","Tue Mar 19 18:07:28 MSK 2024","Tue Mar 19 18:07:28 MSK 2024","45","tests.allure_pytest.acceptance.results","results_test","","","","test_clean_alluredir_with_collectonly",""
"passed","Tue Mar 19 18:07:26 MSK 2024","Tue Mar 19 18:07:26 MSK 2024","20","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_nested_fixture[session-session]",""
"passed","Tue Mar 19 18:07:25 MSK 2024","Tue Mar 19 18:07:25 MSK 2024","20","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_fixture[session-module]",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","9","tests.allure_behave.acceptance.allure_api.description","description_test","","","","test_descriptions_from_feature_file",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","4","tests.allure_nose2.acceptance.allure_api.labels","test_bdd_labels","","","","test_class_method_label","
    >>> import unittest
    >>> import allure

    >>> @allure.epic(""Label"", ""Bdd"")
    ... class TestBDDLabelExample(unittest.TestCase):
    ...     @allure.feature(""Method label"")
    ...     def test_class_and_method_label_example(self):
    ...         pass
    "
"passed","Tue Mar 19 18:07:28 MSK 2024","Tue Mar 19 18:07:28 MSK 2024","26","tests.allure_pytest.acceptance.status","base_call_status_test","","","","test_call_pytest_fail","
    >>> import pytest

    >>> def test_call_pytest_fail_example():
    ...     pytest.fail()
    "
"passed","Tue Mar 19 18:07:30 MSK 2024","Tue Mar 19 18:07:30 MSK 2024","30","tests.allure_pytest_bdd.acceptance","scenario_outline_test","","","","test_scenario_outline",""
"passed","Tue Mar 19 18:07:28 MSK 2024","Tue Mar 19 18:07:28 MSK 2024","22","tests.allure_pytest.acceptance.status","base_setup_status_test","","","","test_pytest_fail_fixture","
    >>> import pytest

    >>> @pytest.fixture
    ... def pytest_fail_fixture():
    ...     pytest.fail()

    >>> def test_pytest_fail_fixture_example(pytest_fail_fixture):
    ...     pass
    "
"passed","Tue Mar 19 18:07:26 MSK 2024","Tue Mar 19 18:07:26 MSK 2024","21","tests.allure_pytest.acceptance.fixture","fixture_test","","","","test_nested_fixture[session-module]",""
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:28 MSK 2024","21","tests.allure_pytest.acceptance.link","link_pattern_test","","","","test_link_pattern"," ./allure-pytest/examples/link/dynamic_link.rst "
"passed","Tue Mar 19 18:07:26 MSK 2024","Tue Mar 19 18:07:26 MSK 2024","18","tests.allure_pytest.acceptance.history_id","history_id_test","","","","test_history_id","
    >>> def test_history_id_example():
    ...     assert True
    "
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","20","tests.allure_pytest.acceptance.description","description_test","","","","test_description",""
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","21","tests.allure_pytest.acceptance.duration","duration_time_test","","","","test_duration[exit]",""
"passed","Tue Mar 19 18:07:23 MSK 2024","Tue Mar 19 18:07:23 MSK 2024","5","tests.allure_behave.acceptance.behave_support.background","background_test","","","","test_background[failed]","
    Feature: Allure-behave compatibility with feature backgrounds
        Background: A background with {step_outcome} step
            Given the first background step that is {step_outcome}
            And the second background step with no failures

        Scenario: Scenario with background containing {step_outcome} step
            Given the first step with no failures
            And the second step with no failures

        Scenario: Another scenario with background containing {step_outcome} step
            Given the step with no failures
    "
"passed","Tue Mar 19 18:07:24 MSK 2024","Tue Mar 19 18:07:24 MSK 2024","20","tests.allure_pytest.acceptance.capture","capture_attach_test","","","","test_capture_log[True]","
    >>> import logging
    >>> import pytest
    >>> import allure

    >>> logger = logging.getLogger(__name__)

    >>> @pytest.fixture
    ... def fixture(request):
    ...     logger.info(""Start fixture"")
    ...     def finalizer():
    ...         logger.info(""Stop fixture"")
    ...     request.addfinalizer(finalizer)

    >>> def test_capture_log_example(fixture):
    ...     logger.info(""Start test"")
    ...     with allure.step(""Step""):
    ...         logger.info(""Start step"")
    "
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","21","tests.allure_pytest.acceptance.status","base_step_status_test","","","","test_pytest_bytes_data_in_assert","
    >>> import allure

    >>> def test_pytest_bytes_data_in_assert_example():
    ...     with allure.step(""Step""):
    ...         assert ""0\x82"" == 1
    "
"passed","Tue Mar 19 18:07:27 MSK 2024","Tue Mar 19 18:07:27 MSK 2024","21","tests.allure_pytest.acceptance.label.tag","tag_test","","","","test_show_reserved_pytest_markers_full_decorator","
    >>> import pytest

    >>> @pytest.mark.usermark1
    ... @pytest.mark.usermark2
    ... @pytest.mark.parametrize(""param"", [""foo""])
    ... @pytest.mark.skipif(False, reason=""reason2"")
    ... @pytest.mark.skipif(False, reason=""reason1"")
    ... def test_show_reserved_pytest_markers_full_decorator_example(param):
    ...     pass
    "
"passed","Tue Mar 19 18:07:29 MSK 2024","Tue Mar 19 18:07:29 MSK 2024","39","tests.allure_pytest.acceptance.status","xfail_setup_status_test","","","","test_xfail_with_run_false","
    >>> import pytest

    >>> @pytest.mark.xfail(run=False)
    ... def test_xfail_with_run_false_example():
    ...     pass
    "
