"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 19:01:19 UTC 2024","Sun Jan 21 19:03:38 UTC 2024","139448","","parallel Command tests","","parallel Command tests","3D058076 | Valid Scenario: without through point - parallel command | Sanjana Marta","3D058076 | Valid Scenario: without through point - parallel command | Sanjana Marta",""
"passed","Sun Jan 21 19:10:00 UTC 2024","Sun Jan 21 19:10:53 UTC 2024","53403","","Place Library shape Tests","","Place Library shape Tests","3D110005 | Validate Rounds title and library under Rounds option is loaded for existing Design. | Abhishek Benni","3D110005 | Validate Rounds title and library under Rounds option is loaded for existing Design. | Abhishek Benni",""
"passed","Sun Jan 21 18:42:51 UTC 2024","Sun Jan 21 18:44:10 UTC 2024","78660","","Delete command tests","","Delete command tests","3D010005 | Error validation for Delete faces from different body | Varsha Chaudhari","3D010005 | Error validation for Delete faces from different body | Varsha Chaudhari",""
"passed","Sun Jan 21 21:05:59 UTC 2024","Sun Jan 21 21:07:38 UTC 2024","99195","","Edit Blend command tests","","Edit Blend command tests","3D043751 | Validate Edit with Rollback for blend command with pre-populated value and close the dialog on Escape key. | Prajakta Patil","3D043751 | Validate Edit with Rollback for blend command with pre-populated value and close the dialog on Escape key. | Prajakta Patil",""
"broken","Sun Jan 21 19:38:54 UTC 2024","Sun Jan 21 19:40:30 UTC 2024","95601","","Edit Contour Flange command tests","","Edit Contour Flange command tests","3DH004001 | Create Contour Flange Validation | Virendra Rochkari","3DH004001 | Create Contour Flange Validation | Virendra Rochkari",""
"passed","Sun Jan 21 20:50:10 UTC 2024","Sun Jan 21 20:51:44 UTC 2024","93853","","Edit Hole command tests","","Edit Hole command tests","3D038755 | Validate 'Edit with Rollback' command for Simple hole with Hole extent as To Target, user can change values in the dialog. | Prajakta Patil","3D038755 | Validate 'Edit with Rollback' command for Simple hole with Hole extent as To Target, user can change values in the dialog. | Prajakta Patil",""
"passed","Sun Jan 21 22:34:38 UTC 2024","Sun Jan 21 22:37:05 UTC 2024","147083","","Assembly constraints tests","","Assembly constraints tests","3DA030007 | Validate restricted object selection workflow between reference bodies. | Prajakta Patil","3DA030007 | Validate restricted object selection workflow between reference bodies. | Prajakta Patil",""
"passed","Sun Jan 21 22:06:16 UTC 2024","Sun Jan 21 22:07:24 UTC 2024","68211","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000235 | Close file in 3DA-XT file - no edits | Suba Gopalakrishnan","Z000235 | Close file in 3DA-XT file - no edits | Suba Gopalakrishnan",""
"passed","Sun Jan 21 19:12:24 UTC 2024","Sun Jan 21 19:14:00 UTC 2024","95367","","Subtract command tests","","Subtract command tests","3D053003 | Perform Subtract with keep target and keep tool | Tanush Mane","3D053003 | Perform Subtract with keep target and keep tool | Tanush Mane",""
"passed","Sun Jan 21 19:19:32 UTC 2024","Sun Jan 21 19:20:36 UTC 2024","64018","","Subtract command tests","","Subtract command tests","3D053008 | Verify Subtract Command dialog with pre selection | Tanush Mane","3D053008 | Verify Subtract Command dialog with pre selection | Tanush Mane",""
"broken","Sun Jan 21 20:21:47 UTC 2024","Sun Jan 21 20:25:16 UTC 2024","208347","","Edit Enclose command tests","","Edit Enclose command tests","3D072501 | Validate ME-320829 and ME-321123 - Edit dialog for Enclose (block & Cylinder) command from CTB of Part navigator  | Varsha chaudhari","3D072501 | Validate ME-320829 and ME-321123 - Edit dialog for Enclose (block & Cylinder) command from CTB of Part navigator  | Varsha chaudhari",""
"passed","Sun Jan 21 19:36:59 UTC 2024","Sun Jan 21 19:38:26 UTC 2024","87088","","Mirror command tests","","Mirror command tests","3D060008 | Validate Preselection scenario for Face and OK button state | Varsha Chaudhari","3D060008 | Validate Preselection scenario for Face and OK button state | Varsha Chaudhari",""
"passed","Sun Jan 21 21:50:35 UTC 2024","Sun Jan 21 21:51:08 UTC 2024","32350","","Design Revision Command","","Design Revision Command","Z000303 | Verify for multiple cad files selection design revision button is disabled | Abhishek Benni","Z000303 | Verify for multiple cad files selection design revision button is disabled | Abhishek Benni",""
"passed","Sun Jan 21 18:45:43 UTC 2024","Sun Jan 21 18:47:32 UTC 2024","108407","","Coplanar Command tests","","Coplanar Command tests","3D057504 | valid Scenario - coplanar command | Sanjana Marta","3D057504 | valid Scenario - coplanar command | Sanjana Marta",""
"passed","Sun Jan 21 20:01:47 UTC 2024","Sun Jan 21 20:03:39 UTC 2024","111739","","Resize Chamfer command tests","","Resize Chamfer command tests","3D047502 | Execute Symmetric Resize Chamfer editing Distance | Mangesh Nikam","3D047502 | Execute Symmetric Resize Chamfer editing Distance | Mangesh Nikam",""
"passed","Sun Jan 21 21:39:13 UTC 2024","Sun Jan 21 21:40:21 UTC 2024","67854","","3DA Search","","3DA Search","Z000601 | 3D Author search button is available in Global Frame | Suba Gopalakrishnan","Z000601 | 3D Author search button is available in Global Frame | Suba Gopalakrishnan",""
"passed","Sun Jan 21 21:46:31 UTC 2024","Sun Jan 21 21:47:09 UTC 2024","37967","","DashBoard","","DashBoard","Z008001 | Verify Assignment By Status widget displays all the status | Suba Gopalakrishnan","Z008001 | Verify Assignment By Status widget displays all the status | Suba Gopalakrishnan",""
"passed","Sun Jan 21 21:51:33 UTC 2024","Sun Jan 21 21:53:08 UTC 2024","95695","","Recent Activity ","","Recent Activity ","Z015102 | Verify CAD file can be opened in 3DA from recent Document | Prakash Sutar","Z015102 | Verify CAD file can be opened in 3DA from recent Document | Prakash Sutar",""
"broken","Sun Jan 21 21:53:31 UTC 2024","Sun Jan 21 21:55:56 UTC 2024","145290","","Upload Step Files ","","Upload Step Files ","Z020501 | Validate step file mtgpin can be opened in 3D Author' | Prakash Sutar","Z020501 | Validate step file mtgpin can be opened in 3D Author' | Prakash Sutar",""
"passed","Sun Jan 21 22:45:23 UTC 2024","Sun Jan 21 22:46:41 UTC 2024","77212","","Regression defects ","","Regression defects ","R0000004 | ME-331994 -Sheetmetal : CTB menu should not be displayed after selecting plane | Prakash Sutar","R0000004 | ME-331994 -Sheetmetal : CTB menu should not be displayed after selecting plane | Prakash Sutar",""
"broken","Sun Jan 21 18:39:21 UTC 2024","Sun Jan 21 18:39:25 UTC 2024","4520","","Undo Redo command tests","","Undo Redo command tests","3D115002 | Multiple Undo Redo for Delete command for body | Varsha Chaudhari","3D115002 | Multiple Undo Redo for Delete command for body | Varsha Chaudhari",""
"passed","Sun Jan 21 22:23:17 UTC 2024","Sun Jan 21 22:26:28 UTC 2024","191160","","Place Component tests","","Place Component tests","3DA015006 | Validate .prt file saved in PDP after placing component can be opened in VM viewer | Prakash Sutar","3DA015006 | Validate .prt file saved in PDP after placing component can be opened in VM viewer | Prakash Sutar",""
"broken","Sun Jan 21 19:04:39 UTC 2024","Sun Jan 21 19:07:39 UTC 2024","179849","","Symmetric Command tests","","Symmetric Command tests","3D057935 | ME-333447 || Verify error conditions of Cylindrical shape for symmetric command | Pratik Deshpande","3D057935 | ME-333447 || Verify error conditions of Cylindrical shape for symmetric command | Pratik Deshpande",""
"broken","Sun Jan 21 19:04:37 UTC 2024","Sun Jan 21 19:10:32 UTC 2024","355610","","offset Command tests","","offset Command tests","3D058359 | Verify Offset Command And its tooltip text | Sanjana Marta","3D058359 | Verify Offset Command And its tooltip text | Sanjana Marta",""
"passed","Sun Jan 21 20:10:30 UTC 2024","Sun Jan 21 20:12:43 UTC 2024","132804","","Create Dimension tests","","Create Dimension tests","3D075005 | Verify  place Radial dimensions using Auto method | Snehal Atre","3D075005 | Verify  place Radial dimensions using Auto method | Snehal Atre",""
"passed","Sun Jan 21 20:51:44 UTC 2024","Sun Jan 21 20:53:41 UTC 2024","117768","","Edit Hole command tests","","Edit Hole command tests","3D038756 | Validate edit with Rollback for simple hole, user can change hole type from simple to Counterbored with Hole extent as From Target. | Prajakta Patil","3D038756 | Validate edit with Rollback for simple hole, user can change hole type from simple to Counterbored with Hole extent as From Target. | Prajakta Patil",""
"failed","Sun Jan 21 20:57:31 UTC 2024","Sun Jan 21 21:00:45 UTC 2024","194150","","Revise command tests","","Revise command tests","3D007560 | Validate the preview for revised file is shown for each revised file. | Pratik Deshpande","3D007560 | Validate the preview for revised file is shown for each revised file. | Pratik Deshpande",""
"passed","Sun Jan 21 21:11:23 UTC 2024","Sun Jan 21 21:13:46 UTC 2024","143234","","Solidworks Files tests","","Solidworks Files tests","3D160002 | The user should be able to open the SW part file in V&M (Markup 3D) | Abhijeet Sabale","3D160002 | The user should be able to open the SW part file in V&M (Markup 3D) | Abhijeet Sabale",""
"passed","Sun Jan 21 18:40:22 UTC 2024","Sun Jan 21 18:41:29 UTC 2024","67636","","Coplanar Command tests","","Coplanar Command tests","3D057501 | Verify coplanar Command And its tooltip text | Sanjana Marta","3D057501 | Verify coplanar Command And its tooltip text | Sanjana Marta",""
"passed","Sun Jan 21 22:35:41 UTC 2024","Sun Jan 21 22:39:57 UTC 2024","256485","","Sheet Metal Save command tests","","Sheet Metal Save command tests","3DH006001 | Save for create Tab command | Prajakta Patil","3DH006001 | Save for create Tab command | Prajakta Patil",""
"broken","Sun Jan 21 19:32:32 UTC 2024","Sun Jan 21 19:34:03 UTC 2024","90801","","MBD Navigator command tests","","MBD Navigator command tests","3D105009 | Verify Sub PMI Options for Retained section | Abhijeet Sabale","3D105009 | Verify Sub PMI Options for Retained section | Abhijeet Sabale",""
"passed","Sun Jan 21 18:51:50 UTC 2024","Sun Jan 21 18:53:52 UTC 2024","122785","","Replace Command tests","","Replace Command tests","3D055011 | Replace-without reverse direction button click | Varsha Chaudhari","3D055011 | Replace-without reverse direction button click | Varsha Chaudhari",""
"failed","Sun Jan 21 21:57:24 UTC 2024","Sun Jan 21 21:58:49 UTC 2024","85119","","Design Revision Command","","Design Revision Command","Z000309 | Verify the design revision button is disabled for shared project at shared user end with review + download access. | Abhishek Benni","Z000309 | Verify the design revision button is disabled for shared project at shared user end with review + download access. | Abhishek Benni",""
"passed","Sun Jan 21 19:34:16 UTC 2024","Sun Jan 21 19:35:49 UTC 2024","93105","","Sketch command tests","","Sketch command tests","3D015005 | Validate sketch command: Arc | Prasen Rokade","3D015005 | Validate sketch command: Arc | Prasen Rokade",""
"broken","Sun Jan 21 22:20:37 UTC 2024","Sun Jan 21 22:26:22 UTC 2024","345008","","Search Filters in catalog test","","Search Filters in catalog test","3DA020502 | Validate all sections are displayed with show more option in section. | Pratik Deshpande","3DA020502 | Validate all sections are displayed with show more option in section. | Pratik Deshpande",""
"passed","Sun Jan 21 21:55:18 UTC 2024","Sun Jan 21 21:56:06 UTC 2024","48740","","Kanban View for Project","","Kanban View for Project","Z015005 | Verify default columns in kanban view project. - Kanban View | Prakash Sutar","Z015005 | Verify default columns in kanban view project. - Kanban View | Prakash Sutar",""
"passed","Sun Jan 21 20:45:36 UTC 2024","Sun Jan 21 20:47:05 UTC 2024","89191","","Edit Hole command tests","","Edit Hole command tests","3D038752 | Validate edit with Rollback for Counterbored hole with prepopulated parameters, user can change the values in the dialog. | Prajakta Patil","3D038752 | Validate edit with Rollback for Counterbored hole with prepopulated parameters, user can change the values in the dialog. | Prajakta Patil",""
"failed","Sun Jan 21 19:44:31 UTC 2024","Sun Jan 21 19:46:35 UTC 2024","124174","","Resize Hole command tests","","Resize Hole command tests","3D037520 | Verify Default State of resize hole and cancel command with Esc key | Prasen Rokade","3D037520 | Verify Default State of resize hole and cancel command with Esc key | Prasen Rokade",""
"broken","Sun Jan 21 22:29:35 UTC 2024","Sun Jan 21 22:35:54 UTC 2024","378478","","Assembly Delete command tests","","Assembly Delete command tests","3DA025010 | Delete from CTB for Align-lock, Touch align and distance Constraint. | Prajakta Patil","3DA025010 | Delete from CTB for Align-lock, Touch align and distance Constraint. | Prajakta Patil",""
"passed","Sun Jan 21 19:23:35 UTC 2024","Sun Jan 21 19:24:37 UTC 2024","61849","","Intersect command tests","","Intersect command tests","3D051509 | Verify Intersect Command dialog without pre selection also verify Ok button is disabled until both Target and Tool(s) are selected | Abhishek Benni","3D051509 | Verify Intersect Command dialog without pre selection also verify Ok button is disabled until both Target and Tool(s) are selected | Abhishek Benni",""
"passed","Sun Jan 21 19:11:34 UTC 2024","Sun Jan 21 19:13:20 UTC 2024","106502","","Create Hole command tests","","Create Hole command tests","3D035024 | Verify Countersunk hole Creation with countersink Relief checkbox checked | Prakash Sutar","3D035024 | Verify Countersunk hole Creation with countersink Relief checkbox checked | Prakash Sutar",""
"passed","Sun Jan 21 20:10:56 UTC 2024","Sun Jan 21 20:13:06 UTC 2024","129243","","Edit Dimension tests","","Edit Dimension tests","3D077506 | Edit Dimension (diameter) of multiple cyclinder | Mangesh Nikam","3D077506 | Edit Dimension (diameter) of multiple cyclinder | Mangesh Nikam",""
"passed","Sun Jan 21 19:39:08 UTC 2024","Sun Jan 21 19:40:39 UTC 2024","91721","","Part Navigator History free mode command tests","","Part Navigator History free mode command tests","3D095001 | Validate Part Navigator for HistoryFree to History mode changes along with the mode switch dialog message | Varsha Chaudhari","3D095001 | Validate Part Navigator for HistoryFree to History mode changes along with the mode switch dialog message | Varsha Chaudhari",""
"passed","Sun Jan 21 21:46:18 UTC 2024","Sun Jan 21 21:48:17 UTC 2024","119320","","Solidworks Files tests","","Solidworks Files tests","3D160008 | Verify AR command from the action column should not exist for the SW file. | Abhijeet Sabale","3D160008 | Verify AR command from the action column should not exist for the SW file. | Abhijeet Sabale",""
"passed","Sun Jan 21 21:03:34 UTC 2024","Sun Jan 21 21:05:14 UTC 2024","99653","","Last Save Setting tests","","Last Save Setting tests","3D145001 | Validate last saved settings for Edge select and Copy option, check edge and copy option state after reloading. | Prajakta Patil","3D145001 | Validate last saved settings for Edge select and Copy option, check edge and copy option state after reloading. | Prajakta Patil",""
"passed","Sun Jan 21 22:03:26 UTC 2024","Sun Jan 21 22:04:28 UTC 2024","61494","","Kanban View for Project","","Kanban View for Project","Z015014 | Verify acces permission message for User with review + download access. | Prakash Sutar","Z015014 | Verify acces permission message for User with review + download access. | Prakash Sutar",""
"passed","Sun Jan 21 19:35:18 UTC 2024","Sun Jan 21 19:37:29 UTC 2024","131183","","Resize Hole command tests","","Resize Hole command tests","3D037515 | Resize Taper as Countersunk Hole | Prasen Rokade","3D037515 | Resize Taper as Countersunk Hole | Prasen Rokade",""
"passed","Sun Jan 21 20:14:31 UTC 2024","Sun Jan 21 20:16:43 UTC 2024","131180","","Resize Chamfer command tests","","Resize Chamfer command tests","3D047507 | Execute Symmetric Resize Multiple Chamfer Editing Distance | Mangesh Nikam","3D047507 | Execute Symmetric Resize Multiple Chamfer Editing Distance | Mangesh Nikam",""
"passed","Sun Jan 21 19:25:39 UTC 2024","Sun Jan 21 19:26:39 UTC 2024","59382","","MBD Navigator command tests","","MBD Navigator command tests","3D105005 | ME-269760-Verify PMI Options(Annotation, Dimension, Retained) options | Abhijeet Sabale","3D105005 | ME-269760-Verify PMI Options(Annotation, Dimension, Retained) options | Abhijeet Sabale",""
"broken","Sun Jan 21 22:05:59 UTC 2024","Sun Jan 21 22:07:19 UTC 2024","80166","","Create and Edit Project tests","","Create and Edit Project tests","Z000803 |  Share a project and update Assign To and Verify Assign is updated | Priyanka Gaonkar","Z000803 |  Share a project and update Assign To and Verify Assign is updated | Priyanka Gaonkar",""
"broken","Sun Jan 21 20:47:29 UTC 2024","Sun Jan 21 20:51:15 UTC 2024","225835","","Revise command tests","","Revise command tests","3D007557 | Validate user can save revised file with some changes. | Pratik Deshpande","3D007557 | Validate user can save revised file with some changes. | Pratik Deshpande",""
"failed","Sun Jan 21 22:42:00 UTC 2024","Sun Jan 21 22:44:14 UTC 2024","133917","","Part Configurator in catalog test","","Part Configurator in catalog test","3DA021505 | Verify user is able to select different configuration and respective preview and information changes in panel. | Pratik Deshpande","3DA021505 | Verify user is able to select different configuration and respective preview and information changes in panel. | Pratik Deshpande",""
"passed","Sun Jan 21 18:43:09 UTC 2024","Sun Jan 21 18:44:19 UTC 2024","70029","","Create Hole command tests","","Create Hole command tests","3D035006 | Verify  error message for hole diameter greater than counterbore diameter | Prakash Sutar","3D035006 | Verify  error message for hole diameter greater than counterbore diameter | Prakash Sutar",""
"passed","Sun Jan 21 22:39:13 UTC 2024","Sun Jan 21 22:39:13 UTC 2024","37","","Framework host check for test execution","","Framework host check for test execution","Check browserstack not used for execution","Check browserstack not used for execution",""
"passed","Sun Jan 21 19:08:32 UTC 2024","Sun Jan 21 19:11:54 UTC 2024","202077","","SaveAs command tests","","SaveAs command tests","3D006258 | Save As for Mirror command | Varsha Chaudhari","3D006258 | Save As for Mirror command | Varsha Chaudhari",""
"passed","Sun Jan 21 19:43:19 UTC 2024","Sun Jan 21 19:44:47 UTC 2024","87833","","Part Navigator Supress, Unsupress & Delete tests","","Part Navigator Supress, Unsupress & Delete tests","3D097002 | Validate Unsuppress icon should be displayed for body and body should be suppressed from grapic area also dotted square should be displayed for body and should be grayed. | Pratik Deshpande","3D097002 | Validate Unsuppress icon should be displayed for body and body should be suppressed from grapic area also dotted square should be displayed for body and should be grayed. | Pratik Deshpande",""
"passed","Sun Jan 21 18:41:23 UTC 2024","Sun Jan 21 18:42:51 UTC 2024","88142","","Delete command tests","","Delete command tests","3D010004 | Delete sheet body  | Varsha Chaudhari","3D010004 | Delete sheet body  | Varsha Chaudhari",""
"passed","Sun Jan 21 21:25:55 UTC 2024","Sun Jan 21 21:27:34 UTC 2024","99017","","File Apply Status tests","","File Apply Status tests","Z000007 | Verify applyStatus command for Non CAD file | Ankita Deshmukh","Z000007 | Verify applyStatus command for Non CAD file | Ankita Deshmukh",""
"passed","Sun Jan 21 18:43:14 UTC 2024","Sun Jan 21 18:44:29 UTC 2024","74165","","Replace Command tests","","Replace Command tests","3D055006 | Error Scenario 2 - Replacement faces selection in negative direction | Varsha Chaudhari","3D055006 | Error Scenario 2 - Replacement faces selection in negative direction | Varsha Chaudhari",""
"broken","Sun Jan 21 18:57:17 UTC 2024","Sun Jan 21 19:00:46 UTC 2024","208473","","Symmetric Command tests","","Symmetric Command tests","3D057932 | Error Scenario - symmetric command | Pratik Deshpande","3D057932 | Error Scenario - symmetric command | Pratik Deshpande",""
"passed","Sun Jan 21 20:21:36 UTC 2024","Sun Jan 21 20:23:07 UTC 2024","90840","","Edit Dimension tests","","Edit Dimension tests","3D077511 | ME-296055 - Verify On double clicking on the linear PMI dimension text value, edit dialog box should be display with current PMI value & it should be closed ESC key. | Prajakta Patil","3D077511 | ME-296055 - Verify On double clicking on the linear PMI dimension text value, edit dialog box should be display with current PMI value & it should be closed ESC key. | Prajakta Patil",""
"passed","Sun Jan 21 19:41:45 UTC 2024","Sun Jan 21 19:43:19 UTC 2024","94168","","Part Navigator Supress, Unsupress & Delete tests","","Part Navigator Supress, Unsupress & Delete tests","3D097001 | ME-277136 || Validate suppress icon should be displayed for body with tooltip also body should be suppressed from grapic area. | Pratik Deshpande","3D097001 | ME-277136 || Validate suppress icon should be displayed for body with tooltip also body should be suppressed from grapic area. | Pratik Deshpande",""
"passed","Sun Jan 21 22:24:39 UTC 2024","Sun Jan 21 22:28:50 UTC 2024","251054","","Catalog part placement in catalog test","","Catalog part placement in catalog test","3DA021003 | Validate conflict message in case of name conflict and placed part get saved in current project on placement | Prakash Sutar","3DA021003 | Validate conflict message in case of name conflict and placed part get saved in current project on placement | Prakash Sutar",""
"passed","Sun Jan 21 19:26:13 UTC 2024","Sun Jan 21 19:27:33 UTC 2024","79612","","Resize Hole command tests","","Resize Hole command tests","3D037509 | Validate Error Message for resize Countersunk Angle with 180 input | Prasen Rokade","3D037509 | Validate Error Message for resize Countersunk Angle with 180 input | Prasen Rokade",""
"passed","Sun Jan 21 20:28:05 UTC 2024","Sun Jan 21 20:30:50 UTC 2024","164875","","Create New design command tests","","Create New design command tests","3D000007 | Validate Create New Design command with Save (click ok on dialog) from Empty folder | Abhijeet Sabale","3D000007 | Validate Create New Design command with Save (click ok on dialog) from Empty folder | Abhijeet Sabale",""
"passed","Sun Jan 21 20:05:49 UTC 2024","Sun Jan 21 20:08:01 UTC 2024","132230","","Resize Chamfer command tests","","Resize Chamfer command tests","3D047504 | Execute Resize Chamfer editing Offset and Angle | Mangesh Nikam","3D047504 | Execute Resize Chamfer editing Offset and Angle | Mangesh Nikam",""
"passed","Sun Jan 21 19:52:35 UTC 2024","Sun Jan 21 19:54:42 UTC 2024","126610","","Part Navigator Edit Rollback command tests","","Part Navigator Edit Rollback command tests","3D097504 | Validate Replace feature get updated via Edit with Rollback if the user changed the face. | Pratik Deshpande","3D097504 | Validate Replace feature get updated via Edit with Rollback if the user changed the face. | Pratik Deshpande",""
"passed","Sun Jan 21 20:52:41 UTC 2024","Sun Jan 21 20:54:29 UTC 2024","107839","","userPreference tests","","userPreference tests","3D150006 | Verify dimension precision preference is set to '0.123' | Tanush Mane","3D150006 | Verify dimension precision preference is set to '0.123' | Tanush Mane",""
"passed","Sun Jan 21 19:51:29 UTC 2024","Sun Jan 21 19:52:58 UTC 2024","89435","","Part Navigator History mode command tests","","Part Navigator History mode command tests","3D096506 | Verify Once Go To on the sketch is performed, the following features will be grayed and the selected sketch will be seen in Bold text. | Pratik Deshpande","3D096506 | Verify Once Go To on the sketch is performed, the following features will be grayed and the selected sketch will be seen in Bold text. | Pratik Deshpande",""
"passed","Sun Jan 21 21:56:25 UTC 2024","Sun Jan 21 21:57:33 UTC 2024","68297","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000226 | User able to navigate to Zel X projects page without saving the edited 3DA-JT file | Suba Gopalakrishnan","Z000226 | User able to navigate to Zel X projects page without saving the edited 3DA-JT file | Suba Gopalakrishnan",""
"passed","Sun Jan 21 21:10:57 UTC 2024","Sun Jan 21 21:12:33 UTC 2024","95348","","Edit Blend command tests","","Edit Blend command tests","3D043754 | ME-342666 - 3D Author Release: An error message is not showing for blend when a user enters an alphanumeric value while edit with rollback. | Sonali Borase","3D043754 | ME-342666 - 3D Author Release: An error message is not showing for blend when a user enters an alphanumeric value while edit with rollback. | Sonali Borase",""
"passed","Sun Jan 21 19:53:30 UTC 2024","Sun Jan 21 19:55:26 UTC 2024","115885","","Sketch command tests","","Sketch command tests","3D015016 | Validate sketch command: Make Perpendicular | Prasen Rokade","3D015016 | Validate sketch command: Make Perpendicular | Prasen Rokade",""
"failed","Sun Jan 21 22:26:22 UTC 2024","Sun Jan 21 22:28:13 UTC 2024","111091","","Search Filters in catalog test","","Search Filters in catalog test","3DA020503 | Validate the sequence of the filter after selection and clear filter option. | Pratik Deshpande","3DA020503 | Validate the sequence of the filter after selection and clear filter option. | Pratik Deshpande",""
"passed","Sun Jan 21 22:04:28 UTC 2024","Sun Jan 21 22:05:44 UTC 2024","76740","","Kanban View for Project","","Kanban View for Project","Z015015 | Verify create project option for projects in kanban view & tile view | Prakash Sutar","Z015015 | Verify create project option for projects in kanban view & tile view | Prakash Sutar",""
"passed","Sun Jan 21 20:13:06 UTC 2024","Sun Jan 21 20:14:41 UTC 2024","95281","","Edit Dimension tests","","Edit Dimension tests","3D077507 | ME-288162 - 3D Author: edit of this dimension gives 'incorrect object' error - This will cover the Edit Dimension between two holes. | Prajakta Patil","3D077507 | ME-288162 - 3D Author: edit of this dimension gives 'incorrect object' error - This will cover the Edit Dimension between two holes. | Prajakta Patil",""
"passed","Sun Jan 21 18:36:36 UTC 2024","Sun Jan 21 18:40:54 UTC 2024","257546","","Save command tests","","Save command tests","3D005001 | Save for Delete Body scenario | Varsha Chaudhari","3D005001 | Save for Delete Body scenario | Varsha Chaudhari",""
"passed","Sun Jan 21 18:39:32 UTC 2024","Sun Jan 21 18:41:23 UTC 2024","111091","","Delete command tests","","Delete command tests","3D010003 | Delete chamfer | Varsha Chaudhari","3D010003 | Delete chamfer | Varsha Chaudhari",""
"passed","Sun Jan 21 21:06:50 UTC 2024","Sun Jan 21 21:09:11 UTC 2024","140434","","Last Save Setting tests","","Last Save Setting tests","3D145003 | Verify last saved settings for Design Intent and Check After selecting face filter then design intent option must be activated in select command | Prajakta Patil","3D145003 | Verify last saved settings for Design Intent and Check After selecting face filter then design intent option must be activated in select command | Prajakta Patil",""
